Id,Category
uttr-21a94663bf334ac1b9e20af4441c1d48.pt,id01122
uttr-f2c0203994e04b89a20f7365510eb6aa.pt,id02545
uttr-62e4c19939ed4a988a422eca4724f85b.pt,id01109
uttr-c4099be1942a4ca59ac0aa8f2fc15738.pt,id00557
uttr-1475fabe16fd4dd68d9853cfff0b6d33.pt,id06380
uttr-89d72c3da8b947148be5a89c2f4d8ab6.pt,id04897
uttr-f617c8bd217b4998b68fa7654beeec78.pt,id04028
uttr-18717ebb81fd49c1b7885fec0deea196.pt,id08365
uttr-51cb51b4b46e46c1a0e0c7f6d9220229.pt,id02702
uttr-bb9cef5141dc4a47ac8b6a09d6189d45.pt,id00781
uttr-b8c908b4e8d74506ad342fa0a0b330fc.pt,id07876
uttr-57aca25822784c0985fc2fe2e190b3d9.pt,id03876
uttr-a4e6ca2551954b0a9b7cabe8e3230f03.pt,id02231
uttr-fccccf68d86149cf8817374848e9b569.pt,id01049
uttr-b270b25c2af34fa9a81ea121fa0cef3a.pt,id05535
uttr-77cc9e5561824a24b76e89c9bac8947b.pt,id03279
uttr-1c32e00ddb4c414f85b2f1d92b669089.pt,id01122
uttr-a3e27ecb65904742a8406821fb75c166.pt,id08740
uttr-17194df6b52a40c298699d8d0461f1aa.pt,id06397
uttr-142937e1499d4e3c9adbc30bb9593020.pt,id02185
uttr-18fe468ff049410780c4798125fdc71c.pt,id06233
uttr-b2c5506ba3d442d88770d6e9696d88d5.pt,id03422
uttr-eb7263944db441b78fa2d6938559ace6.pt,id05727
uttr-15666aa22f5846059a33a7d3d8bc4add.pt,id04028
uttr-234c742dae08403b8413c15f3047e39e.pt,id04282
uttr-9394d8e4b6fb492f858e34bbce7c8c0a.pt,id01185
uttr-94d03b1f53234be19defc817ca7d1cef.pt,id05564
uttr-d62b5a7f31b1408a8a3407064feafcce.pt,id08094
uttr-42068283c6fa44e69e80521b64c45c2c.pt,id00995
uttr-6d7d578df6dd40118860f97f1f79f689.pt,id03914
uttr-4557af0d9937468195c0ac4cd5a0d6fc.pt,id07198
uttr-4cbffa77deeb4dcea579d96b2a3f6869.pt,id03300
uttr-5ad3a2d00e0245188d9b153d56fb97af.pt,id08511
uttr-9eb06712d0274fe7b4adefff652213d9.pt,id00778
uttr-37a387a6eaa641b6aa23c0079627bc46.pt,id06962
uttr-2097d6590e124271bd721e5f5819031f.pt,id05082
uttr-38ebee0a7c89479691858dc5d5e8b1bb.pt,id01084
uttr-b88a1a4f7ca04324b472a2c3007eba5c.pt,id05468
uttr-ba31be45317a4e4781c64402992e33cc.pt,id08015
uttr-b038598acb9346ab917d9ff4ad2c1ff8.pt,id01471
uttr-7cc46932074947b1a6a6b951152fedca.pt,id04336
uttr-da9917d5853049178487c065c9e8b718.pt,id03074
uttr-e454baae8d1e41159dcdd4f015ea1bb7.pt,id02731
uttr-feea3d842f62481994e95f5615c08a0b.pt,id08740
uttr-becc1a9aa54c440cb09360f3369262a4.pt,id07783
uttr-8241a49d89fa46a8ac1f8c864776b218.pt,id07876
uttr-45ff23f5792147cfbce4deeb89f77b28.pt,id03449
uttr-aad5d14bef924051b068098e4bbcb83a.pt,id08329
uttr-8bb591379a924b4aa0e1be92ffe899ce.pt,id07706
uttr-d7d838cd26ed48f7b379dc5d2d09875c.pt,id07745
uttr-dcf286d539e445f286a9aa1698d6fb05.pt,id01359
uttr-30e438cab660447f9bb5f7847065965e.pt,id08567
uttr-9b90e07aad9d45c18288f7fcbf379035.pt,id05985
uttr-f73754da59634db1873500125e2d777f.pt,id08883
uttr-2fc150644d004b3e8c45ded96df8a4b8.pt,id03744
uttr-5ed0b8a496224fe7926d86f0cbfcdcba.pt,id02234
uttr-5c11fc7a7e244c11bf53c41e48cc84c2.pt,id02295
uttr-cc75b67fc5864b4989179b63e1d95f3d.pt,id02355
uttr-212956b513414058a055790d821fdfea.pt,id08740
uttr-597380f6c16d4b30bec2ecdce8628d92.pt,id01637
uttr-6bfc4225bb5c432b82b0dad8851ba646.pt,id03858
uttr-c9ef6ea37c96455380d0a1f66907264a.pt,id06408
uttr-4ae147107fa34eada4d1f87e55e201a8.pt,id02808
uttr-7ac36465de954c5199cce1123767c73f.pt,id03865
uttr-56953a304620462fb429d4f048e9a953.pt,id04723
uttr-0041771b7424476e87361ab5dbb4e973.pt,id01031
uttr-58dc41767fa749539846693f9e59386b.pt,id08597
uttr-745b9d4cf0114c02beb5838d569f7360.pt,id04609
uttr-f35c7c9aefbc4c918b60580ac571f868.pt,id01976
uttr-3f3c8c0e30704527a5650453e1208403.pt,id05468
uttr-82313a35ae2d451ea4540673b384ae03.pt,id00841
uttr-544a6bd799a34e569e8bed8696edd500.pt,id03817
uttr-5528412c8cdf461991c5c5e481dc5f06.pt,id07362
uttr-645947332faf492494936b771e47dd01.pt,id04028
uttr-a6de848abef7427182ab4422440fe199.pt,id07254
uttr-ea0de1cae1ad4febab735239c85273b8.pt,id02731
uttr-c79556794b144bd999fccf04b8c9d0d0.pt,id02329
uttr-0d5c497b056644fba5011468a1d16f82.pt,id09175
uttr-d9e067bed13c40c3b63d5d24f8b2b30e.pt,id07189
uttr-dd5a5503bf414be5ad40d664da4eec04.pt,id07492
uttr-f21e9e4672c94e04b06df9c4d6d771b5.pt,id08883
uttr-de684b4240ca4433b9e3c7dbafcae420.pt,id01245
uttr-a73a2cfc116c4b1aa47d743f6ee4fc8d.pt,id00475
uttr-10440f05256e435fbeb10d7a5c937956.pt,id05921
uttr-5070c95ee03343988d924883a2f301a7.pt,id02583
uttr-a132b17cc11b4a0fbe1dd0bef5b93e7b.pt,id08175
uttr-062720a46bc84bc7899c4b94f473d636.pt,id01049
uttr-b7b3dd144bd940b8bf7092f76d752472.pt,id02963
uttr-af4dd94a6a824675bf18d4421667a18b.pt,id02607
uttr-1c439fab075f4d228d6d9d5bd5965e80.pt,id02018
uttr-98aa13a0065742a8b4df8e08d67ddaa5.pt,id03710
uttr-cca94e0d216b4e28b76c72c68ed82fd3.pt,id00982
uttr-8c57d3196f8247e980162ce7f40c5826.pt,id00167
uttr-ab18928454ac4467a75bcf295e97601c.pt,id04751
uttr-2c8a38484297461fbe4a34a71c561a98.pt,id07368
uttr-935a5028513c4a76900af692b069c47f.pt,id00275
uttr-189d49e4ad1f456790e3b5b6d69324ee.pt,id05963
uttr-f9a0fb778d4743b3a415915fa62211b8.pt,id00851
uttr-54386d1d394f4648b3271966e59c2f2e.pt,id09112
uttr-1ceae4b218684746a00024110e816fd2.pt,id06146
uttr-082b455e14c0432891c868ddec0ffb13.pt,id02874
uttr-977de1a249634cc4a7a4d1e2c39083fe.pt,id06106
uttr-f141063763a24311bd5a1aa9eaee462f.pt,id07678
uttr-a00cb9e7fc414d689b495851c3045385.pt,id08567
uttr-da9afff51697484bb0e32c2c383f7aa2.pt,id03000
uttr-f3bed0758e4447e48177f2705295f779.pt,id03955
uttr-8f5c2902a586438e9746b43a4a269f85.pt,id00964
uttr-0fdddb8e1aa84d7dae092f409d1a0122.pt,id03318
uttr-5be0d49349c74e85a629f4e0b9458b9b.pt,id07198
uttr-509b3a43268e446e801d2bb58c225b80.pt,id04733
uttr-63b2f155188640b4ad13ff931a8dd9c3.pt,id02566
uttr-ca7653b52fc5406e80a9046d5b3e11aa.pt,id07533
uttr-76350e744685463ca8320ec64d01393d.pt,id04946
uttr-6b4bc2b9a92e40a0b9b9f3b6f540dc6f.pt,id01826
uttr-23adfbf1c1964ee0b7ca198bc5f0921a.pt,id03955
uttr-62625ea193d64f9e99e556de62a0c644.pt,id04215
uttr-9764ad7980814f07b655e015b5c5a6bd.pt,id02936
uttr-6edb153a4f4d4a3c87623adb31be73e9.pt,id04897
uttr-3b8591bb9748475e8adf1944baba3f5f.pt,id01866
uttr-bcc84c3f77aa45af88d36268f442f5dd.pt,id05547
uttr-47e562d71dfd4ed5819138ae370b4f7f.pt,id00781
uttr-24d66183e073443c9d4b9cf7645eb828.pt,id03977
uttr-41b74ae8f96d437197708e053847cd23.pt,id08186
uttr-045de267d76547599d9a27d2625782f8.pt,id00039
uttr-e84b354df37e4318bcae401ec0404499.pt,id00506
uttr-d5dedec7132d4061b0c3cc770afd4a2b.pt,id04077
uttr-4973d2ed3df3437796fad7325f94159a.pt,id00801
uttr-8ee7ae8d15b94e87bbc1b1ea9bd3db48.pt,id03938
uttr-a27be25b9c8c4082a1b8c9535ff05352.pt,id09039
uttr-0b4a86802c9f473494f84cfefd4cdf2e.pt,id08221
uttr-a321aca25fd14870ac52eb04e4e2898f.pt,id05263
uttr-782bd000e57d4b21a3b2d7c835a486b7.pt,id05574
uttr-eca00d2667f64aaa887c785b18ddc443.pt,id01695
uttr-5b27c14979174ea885ef30ee713b9d49.pt,id08954
uttr-877fd76385984064b8c9c1e2da3cbe53.pt,id00964
uttr-8b93fb2e5641495a89711ae02f78bcb2.pt,id03860
uttr-92163ba861d344e6ab711f91098ec55f.pt,id06643
uttr-645a3ee9520e4309b84179b694840f60.pt,id03865
uttr-72d3d11e7f164ac8b15833e283d55115.pt,id01049
uttr-540f78165a444712ba1f2240df342c92.pt,id00391
uttr-5ab9238e0c9d49dfa19bb38acceda937.pt,id02338
uttr-576f5f0901cb45688b8f34db766a0992.pt,id04531
uttr-a523b22bd8a144f48a69ad589b18f3d8.pt,id08329
uttr-cc5e4cc7e43847e390f1217280cfa309.pt,id03286
uttr-cd335fdeed794850a3c99d5ed2333e71.pt,id03092
uttr-2a236a4adace4f1797ec52c2025b28af.pt,id01120
uttr-de621508e6f34736ac09a15a63394473.pt,id05779
uttr-4b4bfd1a52e14f8e8b54d26a8760363e.pt,id04301
uttr-d6bbb219918a4d9daf4b5793c4f3574e.pt,id01500
uttr-ae65b477a91941fa9831e050f63af6b7.pt,id00475
uttr-cc40821d34e74c54998edf4bfc195a0d.pt,id03873
uttr-4a9a7762aa394ae9a27a179e4f68eff9.pt,id06231
uttr-839cb6f86f4140a9bee5bdae2751714a.pt,id08581
uttr-2db6619b69754abbb7597ca273c3f2ee.pt,id02234
uttr-ada3bd4757c046789c111c8e6776845b.pt,id07191
uttr-85adc43ddfb2463ea84aa249d3406846.pt,id05346
uttr-42243f50d8d04c7db9b9ed52c6ef8768.pt,id03000
uttr-23d7c2caa2b74414b7f16179deeb1678.pt,id02164
uttr-d08444b03445473999b9b1f4ba1d4abe.pt,id08740
uttr-db7b740f3ea442109f9781b831166f20.pt,id00508
uttr-c817c228b7a54394b512463481faafd5.pt,id00905
uttr-282c05ec36b847f5b33620b20458dda5.pt,id02210
uttr-2a79026573744e37b2f672e22733bc87.pt,id07362
uttr-7768115600b9482c8a6db2ae8aba24ae.pt,id05197
uttr-851ee1ec8ecf42a08f548a8b27dd198a.pt,id01946
uttr-0aca002ea9e04107b89007e604ffd2ad.pt,id01699
uttr-6340dac2f4f6439d8904c01ca76683c2.pt,id00039
uttr-9a077d710af640598b22e17494ea807a.pt,id01080
uttr-34b4aa6a8c8146008cf87dd3df90eac0.pt,id02563
uttr-b53cafcfba004a04b72af9918e936551.pt,id05483
uttr-b9ecefac191f453888af5536f58fad22.pt,id04292
uttr-d77c428d80bd40e58704f91a2d467fc6.pt,id07783
uttr-b0ca5f1e08874e42805d2aff9924b0c2.pt,id08595
uttr-029cf82a08de467c9ba4b33087be047e.pt,id07697
uttr-86cdde1c8e454b8d8c3f0f064533b447.pt,id01946
uttr-2824ce376ba74815946c6e241226339d.pt,id06483
uttr-863f9ba874b34c56981be2622e3ac2b2.pt,id05483
uttr-7b19dcdf2fbd4f1488217dc9419cbf8c.pt,id00851
uttr-dfadca45ac904aadbf03f6b044f781fa.pt,id00099
uttr-a2e781a8cd8248c58376581dc2541fe6.pt,id03000
uttr-e164e52b76d3476688d63c9ea1fc728b.pt,id02338
uttr-22b9a2721638418baaa04527dbe3a1b4.pt,id04531
uttr-185c40dfeb7f47678d99e63e600ef544.pt,id03970
uttr-f8217541db4b412f8ad43cc962c50942.pt,id03744
uttr-c44e8069130340d0a53cd717ee7e2afe.pt,id02882
uttr-3247060cd9614c6395f5bab67f9250bf.pt,id08570
uttr-14d68d2e5b154ce196c89bce380c3866.pt,id00649
uttr-794e14dd28d04cbfb41e12f6e37ccbbb.pt,id01049
uttr-102a5f1cfe124b81bddb197d18d7f9e3.pt,id07683
uttr-a22b84bc85f6486a9cb86422dd261d6a.pt,id01245
uttr-f8b62e08d7f048c9bc1ff95cd70be3df.pt,id03694
uttr-56fafa87430a48458c49cf4841bc22ed.pt,id08581
uttr-6b51e8bfefa24b75957e78215416ec90.pt,id02911
uttr-f104912756f4442a9b59b6a6629d834d.pt,id01734
uttr-5c7acb48ee8a4602bff4c7d6c5bc70c6.pt,id03977
uttr-be8b2f9a144447e996479ff7517fa954.pt,id03373
uttr-3ba5991f564d47b2bce478eddbc4cea6.pt,id03974
uttr-8524dc44815f401b938e9d047102f238.pt,id06397
uttr-b891b93430a94faa946eea7a9d62f34c.pt,id02134
uttr-aa71d161b77641a2b3d914e387f7c7c7.pt,id06462
uttr-56184f34b1564257a56a1158c9fb7eb5.pt,id03221
uttr-99a5ab8de0fa4b87bdedc2861b31ed32.pt,id00356
uttr-d4e71b0ca7f4421cbec98b9d0850c56b.pt,id04215
uttr-69cb99e89d1d4ec4b31440e8e4a2cd97.pt,id05197
uttr-791d481a4b854d06abdafa6f53dca5c9.pt,id02944
uttr-f8409dedc7f647f1abf6a9014a4a9245.pt,id00515
uttr-27284c30303445e3a3cab3fba1480ed5.pt,id05668
uttr-2b458c72cc7b400897948a03a0f17010.pt,id07453
uttr-b120de67e6544f52a4a7d3799b845789.pt,id04938
uttr-bd51f8c0e7ad4aedbb8349d841512317.pt,id06304
uttr-a3ae9478943d4de19c0c7c6f9b4c9d95.pt,id02288
uttr-b0299bd73daa486db43cd35e942f5428.pt,id00356
uttr-366b5af270df4c4394e893683e53041a.pt,id02882
uttr-2563a9becaae4a418a905d7ff2898e91.pt,id04527
uttr-f40aa64645654643842205ae9f8677ee.pt,id00778
uttr-c50ba2e17a94433ca2228c059db17d48.pt,id03279
uttr-093b00f439db41b0b05954b75dfe6899.pt,id01946
uttr-f53fb77647d841d6a7e1b9e49e6b7231.pt,id06011
uttr-37b70e1c8b874b7b80c16a3668b127e8.pt,id06052
uttr-d6973a5658fd4fdb953b748dfff31a9b.pt,id03914
uttr-4b412f13551d4518978514f931970750.pt,id02597
uttr-7886443fc19d4f698ca0ceea64fe3555.pt,id06909
uttr-c9f5d42d4f3c4f6588ed37b5f396f040.pt,id07448
uttr-451dd945a1554adba7a016ec03e8253f.pt,id05558
uttr-6b1a050660f746b6844aac4409e44fc7.pt,id08094
uttr-cf38a01f32514eafac7f6ea371cb293c.pt,id05624
uttr-b17f10c811334b238d91840402da39ed.pt,id02234
uttr-7833b4ebef48401b82a63744641ee39a.pt,id05082
uttr-9fc8497d9a0f41c496b5cabe4ae567eb.pt,id06380
uttr-59322ce9c1c042c898c7fae3c05ce498.pt,id02963
uttr-096c89ed1d9746d4b1b6f95811de703a.pt,id04723
uttr-fea88cb2f0ae4bb0a9cb14c00d931774.pt,id05405
uttr-a44ec704dc564c3c88e94adf1098298b.pt,id05441
uttr-04383f942cd04a26a010ae9b1b27ccbe.pt,id08954
uttr-09df313e1a944fdcb795f0dd74e79891.pt,id03858
uttr-c3d1bad76b4745d196ed16d7024f11de.pt,id07367
uttr-440a8ea0904246cc8d8306c97e8cd06f.pt,id06301
uttr-0d04b19109a942c0acb7a708dad7eae4.pt,id06068
uttr-d4661bb427844a58a2385ec0a65dd104.pt,id06304
uttr-3c6b8dafbdec4755a9cdeb1fde2bb28a.pt,id04239
uttr-e444bebe561a497b85a366d401d5953d.pt,id03196
uttr-e1de33c766f54a07a45d9aeee291a220.pt,id04166
uttr-069b065d86624ab3a242d809478c9f9d.pt,id03092
uttr-7db5f55457d04ac989a7f57fb1aa8873.pt,id07561
uttr-024481b0c8c0451fbf0129cf853f0536.pt,id05197
uttr-6f25774eae2148738528c4e7f3173867.pt,id06848
uttr-9f3605e75ed041d190e39cb0fb6f032a.pt,id02882
uttr-200e72ee3250407880e5a701eaed0dfe.pt,id04624
uttr-7b9b5cbe9052446e97f9ad79a1f2ea97.pt,id01571
uttr-fc9b0da88bbb4b4fade0396304b23ff3.pt,id09262
uttr-4bb4498ade044ba78676e5adc7dcae5a.pt,id03221
uttr-fa7300027e7e4b64999b2f75edd369c2.pt,id08581
uttr-3d861bd203c548a7aa9948dff2886de9.pt,id00841
uttr-7a122c2b05d7419f8d7a9c5e18abcffe.pt,id08329
uttr-14021aafe85f4e8cb36f2d189d6754fc.pt,id04436
uttr-3ef3c76184544ab190ad61fd384fbb2c.pt,id01500
uttr-3cdfdc6d03f548ee9cd8a7bca086fc5e.pt,id07678
uttr-2bbe623fb4804913afc0700830dcec16.pt,id08740
uttr-b9be08cc892a43318abae3dfe8ef98b8.pt,id08175
uttr-f0bd2437852f448ab1a3bf3a678127ca.pt,id04215
uttr-aaaf784c097b4e44b6ffe6fd8fb06a0e.pt,id03348
uttr-52338c8311c44aa1954968d88a40e9d7.pt,id06962
uttr-c0a25e7d7413477aa32e9fa2d33fe86d.pt,id07561
uttr-93bdb50a3ce2459fb65cc9fd665418e2.pt,id04686
uttr-bdee85644dc14ecbbc7af8bb862f2a3a.pt,id02886
uttr-399540225fa243d995b044bb678ce328.pt,id02011
uttr-8c362e0f12f84527bf113f39ecf568da.pt,id02080
uttr-858923ed074340c888570cd9ab112208.pt,id05449
uttr-2c8c0aae0ff3430d8701e55773ddb11d.pt,id05509
uttr-8097c88e3e274ce2a216a9019bc9766b.pt,id06428
uttr-ef001083c516434ba0a2011d7a87fc1e.pt,id07362
uttr-2ac24fd496964bd4af7cd7d78d632ddd.pt,id01245
uttr-a60f2fd8e42b4d1ca3e4100f84e378c2.pt,id07643
uttr-ef79c390f2dd45ff83974450b991fbbd.pt,id00934
uttr-3e131e6a91754b33a5c0f92560068742.pt,id08315
uttr-991ebd74393b402a8eb1cfd68a4b6975.pt,id00087
uttr-3fc97e94fe184bfca5e5c640ad2bca87.pt,id07199
uttr-81d2e903b743420b95cfb2d288266bb9.pt,id08483
uttr-7c83799d11764121adaf71a7146b78bb.pt,id02731
uttr-9497db2c0fb64a1a93f1e0c89903576d.pt,id07783
uttr-86c2f190496a417eadaba51e42708dcf.pt,id05392
uttr-3121499cfba54e7eb01c9b50375a1596.pt,id09243
uttr-266f72c2fa39456b9d22a76bc28e9c66.pt,id04958
uttr-d34545c1726b4e638c42ecfbb114b7a4.pt,id08588
uttr-c48090d438e54c8fb34d457448c24252.pt,id03402
uttr-f8b2a2d249bd49b0b274f55efda719e7.pt,id07972
uttr-7106b1f7f5c24be393b91ff094bf7367.pt,id02338
uttr-8a2f55d4869b4d88bd818016730e2021.pt,id01112
uttr-853be2f988a94517a2b77812ed3ae4d7.pt,id01780
uttr-b8fce8b9032c4f47b90827f13f8d7883.pt,id00039
uttr-10381d3289aa49178f219efd71eda6f7.pt,id01866
uttr-30252ed263824a45ad0dfd7b855a3fa6.pt,id03946
uttr-8628eb08c40f4a6e88780f226851d7cf.pt,id05522
uttr-a77c13d78aba4f548f5dae0c3d349167.pt,id09039
uttr-952c930f074a452badd194119a831d24.pt,id02886
uttr-3a362283cbaa477fb7e2278b3054633e.pt,id07361
uttr-d328f4841a504699b4072a04f16e5765.pt,id01946
uttr-08adc716033c4ab5a64f1c31e6f05476.pt,id00416
uttr-0eeff5cbbad34deaa3bd52fd233faa24.pt,id05509
uttr-94492e49abda4bef93c5d74fe5c8baf1.pt,id04733
uttr-28bb42ed357a49bdbec41c6daf72d724.pt,id07123
uttr-12857cf9a82b49a291e631a7e00ab09a.pt,id00087
uttr-3f1a35c66acc440cae1231dd8c97535a.pt,id04503
uttr-70f8c8ba29f947018d2792dac4eedfec.pt,id07470
uttr-a837fa0ba58d446ca71326c3c7c1d86d.pt,id01246
uttr-1deaa34c07ed454daab8dc8df66b0446.pt,id05895
uttr-de35f22f011e4573ae6be625fa4ac1e3.pt,id02472
uttr-50f2f5eb51c240059f62f472a616a7dd.pt,id02562
uttr-916e53c78fa74d089336fe7c0912be9d.pt,id00297
uttr-ed55c132981c4497aa884b0a52a46dd2.pt,id02780
uttr-90b75ff1125846009870727f9e5a253f.pt,id04940
uttr-c68aafb581a74617b93952b6faad59dc.pt,id03074
uttr-a56eb38225a846b18116de0446a77c9f.pt,id08627
uttr-c69f67a1ba7e4774a76df151491b15d7.pt,id05574
uttr-d0e4dda5dd5243bb86ebf415a29e317e.pt,id00740
uttr-e53aeb409c7548f7b438e76ade03b61c.pt,id01666
uttr-4cb8c9a178184a718daeac177fb8d662.pt,id03136
uttr-0dbcf9de7c23465eb4be2ded957514c1.pt,id03744
uttr-d85dd9f31ae0474b9b4f3dbfc0e25d22.pt,id00515
uttr-2b7a713cfa1e47d4bb942308f8f41f62.pt,id05607
uttr-9126ed4e96f24de8a0bf1cdc695dcd0e.pt,id08305
uttr-cd6116d7d68b4eafa559d21e948537f3.pt,id07395
uttr-ecc34deafc4b48a69efba84a30f9c7ed.pt,id05508
uttr-9595afb4e5e64961957277d3dd72f2d4.pt,id00649
uttr-ac1b9332a7c7479f947f13ebdd40bb2e.pt,id06146
uttr-66753528db7e4252a44408e7e1bc339e.pt,id09054
uttr-607a9b1d49c941379c8f6bb6e1ec5b09.pt,id08483
uttr-2a445db5928b4e01a70281cee7c04da5.pt,id01609
uttr-ddc6a5816dc749dbb470865d99845cd3.pt,id02329
uttr-c7d22fad6db043f38dbd6ed2b9fff84b.pt,id07972
uttr-8ce4248a929f474b9989d7e67bff68b7.pt,id07285
uttr-3ce919371d2a4e84891207473b8d4101.pt,id01666
uttr-2210473ddf7b4f36b1d5b496c096231a.pt,id07526
uttr-9958f0d8574f46d292593c361d81c46e.pt,id03893
uttr-9221fb9f23a44a7c9138f10348c5b924.pt,id02080
uttr-b6bf70832df645cdba9a8ed1951d96ea.pt,id01535
uttr-4081a3eb78c449fa9f06f714772a32cc.pt,id01624
uttr-6900ca4d0c9a4a399527acb0a8df8b86.pt,id05405
uttr-ef7eab28d5f143dcb89075bc1aac43fc.pt,id07343
uttr-195e30554bb74d4982bc81c2cde73b1a.pt,id00129
uttr-e87c874988f5463aae1605d507c9b5f1.pt,id01666
uttr-6a8a2c48b20d4705a4853644a5c4ca55.pt,id00426
uttr-c4b643424cff455298feb32151d3dc59.pt,id00778
uttr-56518a9f0ef0473cb59cab48f8be84e1.pt,id06554
uttr-9adb0f995e40441bb5e3e383da54d908.pt,id00431
uttr-2088bea6fd5e44de95e6b6bc36a990f4.pt,id02904
uttr-e5010f352f4b4b118dffa1acf3807d4e.pt,id03518
uttr-47524f11e97e4cf4bf48a070af7c45e3.pt,id03619
uttr-5e0d808a043e4a689ccf2a1af68802a9.pt,id08094
uttr-7f4ff73276da46a18f347953c0588587.pt,id08511
uttr-447c8c66926a46389768ce33f8e1253f.pt,id02038
uttr-7c9a02e0dc8040bda3f3a1c245d43d23.pt,id01874
uttr-4ec1ad2abe854ef4b7108f34ec1dc170.pt,id08440
uttr-0d7076d887f74080b9ae547cc18a7cdb.pt,id03422
uttr-bb79d6fcb46143c3816a556ea12ef605.pt,id00275
uttr-bbb330e0dad14c2aa84411d7b43d8ee4.pt,id03782
uttr-01998c2418914901a2b2fc71886ccffb.pt,id02164
uttr-fe8533f2a4094b8080122b3536a33c0b.pt,id06940
uttr-29e02f41606b41928e3e124b8c780185.pt,id07977
uttr-ad2566538fb84234bd723d13cdb6cd35.pt,id08440
uttr-cbb01d3955cd4892bb97bde1267ff01f.pt,id03422
uttr-11aeae0d93424811b59fb6c903ddff5a.pt,id04886
uttr-454c6f546b684d7bbebf9f1bf2866ccb.pt,id02563
uttr-66c605c71c014f10bf1501a2b6c6c466.pt,id08186
uttr-69ef35d25c13460f8db7d9d92417020d.pt,id01112
uttr-fa161e5f5f44492b9a0604baf7e55321.pt,id06462
uttr-8bdddcff44cd49c3ab25f4cb84a55a14.pt,id04624
uttr-2c1b3cff6bf74f0ab03619996c491203.pt,id01371
uttr-3c82170f66f044f7875e7b91d2607e8b.pt,id02104
uttr-b198105b40264ffcb9f87f2dbb0e050f.pt,id00099
uttr-750f7731d6d5425aac5710285a8ed169.pt,id05660
uttr-fc29ba3bf4354a26a69b339acdc1fbca.pt,id06097
uttr-e106cdc88b584cc5b7db75d6a9ee1ed6.pt,id05508
uttr-c617f17c1a3747d28d48a5816e688e30.pt,id05535
uttr-c1f6a49a083346ce88b16d30075ec94a.pt,id08605
uttr-22b3b4a400ef46959e5b1398d4ccf1f0.pt,id06462
uttr-8e7949b3a32b4766b50f1ee8c27599e7.pt,id01471
uttr-15737ef1a3404f7697896dcb216f0be0.pt,id07049
uttr-87bfb29e50c24695b35c3b70ba002033.pt,id07493
uttr-71f9343a4146460fadeb38dfbd05d04e.pt,id02011
uttr-696acebe91b7464b840090488701a28c.pt,id06893
uttr-a70f67342b3d4d69847758fd8c84ff77.pt,id00931
uttr-958c615998c24c9dbf69b9ad33e5af28.pt,id06380
uttr-0b4656d85d9046c6a0326739a6490375.pt,id05162
uttr-59df097d791d4d7aa437513dd89aaed6.pt,id03074
uttr-794d8de5b55f4d6193a22568ada84bff.pt,id02911
uttr-ee8aea1a4954438aab6a92c331231190.pt,id00548
uttr-8de01b79c1b64a0d8c94ed1665263401.pt,id05508
uttr-0d23aa7d4d75498aa490583c5efd3bc2.pt,id02546
uttr-5b7fd4fdf7834e4ca364a1fc09058813.pt,id06106
uttr-a080c403ea774a60beae28de2950b43f.pt,id09234
uttr-23dc3c752b804eaea60a100b5fb97f3c.pt,id01571
uttr-e0b13f8e980348ea83a997d9fd4b511e.pt,id04503
uttr-897247997c0947efaf58587e1aa6fe07.pt,id06128
uttr-5d7fcf88cd2f4e2184e63e1f6cd812d7.pt,id05197
uttr-821c42d9a3b849e384708e7cf9e65eb4.pt,id04703
uttr-4513c7c159c64e4a816136ffa1cce482.pt,id08440
uttr-0171807d1ea645b189f94c9376f754e7.pt,id02597
uttr-181aa5aa207b4593905fe9446b9d2c1b.pt,id04336
uttr-6466ea872dcc41bd88bf2814c4e05c10.pt,id05558
uttr-2ff0ee89779d4f90a5e98b706aea1394.pt,id06068
uttr-34653babcd4b4a289773198a1e2b43e0.pt,id05388
uttr-549dcda7714f42bfbb41768c96ece08d.pt,id04756
uttr-453c2beb2304472d9d7fe3bc035988e4.pt,id06408
uttr-c7fecb041f2145749d24e9ee4ab0f146.pt,id07107
uttr-f97ce3f98c43438fb5de4efffca23ab4.pt,id05445
uttr-979f3e24453c46dfa9ba7ab4b71287a5.pt,id04527
uttr-e6da7041ecef4064a44c3f9af03bc940.pt,id06380
uttr-7fec42d4946b42478d6ccf5d49ebc954.pt,id06231
uttr-a354ff57da7144bca086783651908131.pt,id00167
uttr-b3b0e67126ff40f4b7ce28c48aff3f4e.pt,id09216
uttr-05b833f6809a48f38fb6b2fff7328c99.pt,id07244
uttr-8e034c7a7bb94565afbd2ebbe89a8549.pt,id00393
uttr-bbf27fa036ca4490a9e5bdb934e51b68.pt,id02882
uttr-1779a4ad5a2f4d77977ba6fe148a4074.pt,id08175
uttr-febb41bab4ca4263b2863d1fe14d7898.pt,id09154
uttr-5a3157daede64d3aa47985c5e8ed1f10.pt,id03853
uttr-4ffb4a2f1875411eb5d290309c2258b5.pt,id01500
uttr-2f2cfd182201416698ef7a19375d6566.pt,id08595
uttr-5ccba010c74243b695c964531dc68f10.pt,id01246
uttr-4ab67117f6e146beb66216615e130b12.pt,id08971
uttr-89ac5c95428349d5ac441201b47263a2.pt,id04227
uttr-757afcf85a6b4e5ab1a3a9a14c5b1ef1.pt,id06019
uttr-d497e4e409134615a279d28355a0c70c.pt,id04159
